payment_id,order_ref,payment_date,payment_amount,payment_method
PAY61103,ORD11388,2020-09-12,902.15,BankTransfer
PAY87711,ORD82417,2022-02-07,4774.58,Credit Card
PAY66400,ORD76590,2021-11-20,3039.35,BankTransfer
PAY88560,ORD73766,2020-11-03,4938.43,BankTransfer
PAY72923,ORD76093,2022-06-16,3767.94,Credit Card
PAY23820,ORD72855,2022-02-17,759.08,CreditCard
PAY80672,ORD80900,2022-02-25,4021.69,Bank Transfer
PAY91038,ORD93805,2022-08-17,1812.22,BankTransfer
PAY95899,ORD64447,2020-11-12,1475.73,Cash
PAY26361,ORD44309,2021-07-24,2359.64,Bank Transfer
PAY49132,ORD29204,2020-02-18,3977.35,BankTransfer
PAY19839,ORD22628,2021-12-30,1075.83,Bank Transfer
PAY92767,ORD44632,2022-09-09,258.39,CreditCard
PAY35150,ORD56605,2022-01-15,2426.59,Credit Card
PAY82999,ORD66557,2020-08-06,3538.47,CreditCard
PAY97698,ORD01896,2020-06-23,2898.55,Bank Transfer
PAY80164,ORD23892,2022-09-10,4955.49,Cash
PAY82033,ORD29487,2022-03-03,576.94,CreditCard
PAY91435,ORD68663,2022-08-29,4710.62,Bank Transfer
PAY12780,ORD32757,2021-12-03,2474.94,Bank Transfer
PAY27609,,2021-10-29,553.97,Credit Card
PAY06223,ORD02585,2020-11-12,2758.92,Cash
PAY78082,ORD08314,2020-10-21,2928.62,CreditCard
PAY42410,ORD93771,2022-07-21,4920.12,Cash
PAY13329,ORD50523,2020-07-15,3843.76,Bank Transfer
PAY22100,ORD16855,2020-05-09,4330.1,CreditCard
PAY42328,ORD01647,2022-04-29,1377.15,Cash
PAY87636,ORD78472,2021-01-08,2574.96,Cash
PAY37304,ORD75598,2022-01-11,1188.38,Cash
PAY57201,ORD14003,2020-11-27,1673.13,Cash
PAY72610,ORD04923,2020-01-27,3159.06,Bank Transfer
PAY09634,ORD41773,2021-01-07,3826.98,CreditCard
PAY95972,ORD97847,2020-03-20,211.61,Bank Transfer
PAY21455,ORD03889,2022-02-02,4406.25,CreditCard
PAY55904,ORD35012,2022-11-29,1108.38,Bank Transfer
PAY29096,ORD43832,2022-12-13,2495.56,Bank Transfer
PAY35360,ORD36186,2022-11-29,4422.44,BankTransfer
PAY53415,ORD08784,2020-11-17,3595.49,Credit Card
PAY52259,ORD39468,2021-03-23,4841.55,CreditCard
PAY01279,ORD12303,2020-02-13,4385.2,Bank Transfer
PAY36992,ORD39960,2021-04-16,3057.12,Cash
PAY95226,ORD47031,2022-08-17,3880.38,Cash
PAY29429,ORD87921,2022-02-18,1519.62,CreditCard
PAY45731,ORD41405,2021-01-20,2455.02,Cash
PAY77290,ORD64307,2022-04-22,2103.52,Cash
PAY77024,ORD85623,2020-04-14,1935.98,BankTransfer
PAY35243,ORD97310,2022-02-04,4402.53,BankTransfer
PAY53057,ORD03086,2022-08-23,1081.78,CreditCard
PAY47797,ORD15945,2020-04-09,2189.98,Cash
PAY73412,ORD71280,2021-12-08,3691.47,Cash
PAY27597,ORD60201,2022-08-22,3690.57,Bank Transfer
PAY40071,,2021-09-15,2057.19,BankTransfer
PAY43808,ORD74848,2021-05-03,2619.99,Bank Transfer
PAY47809,ORD22515,2020-11-07,1073.82,Credit Card
PAY78979,ORD94194,2022-05-27,649.06,CreditCard
PAY71943,ORD77784,2020-01-04,2027.18,BankTransfer
PAY73880,ORD11902,2021-09-29,2835.67,CreditCard
PAY92359,ORD79818,2022-08-14,4855.32,Cash
PAY10650,ORD06381,2021-01-30,3150.26,Cash
PAY76150,ORD96446,2022-02-16,3819.77,Cash
PAY53676,ORD32738,2022-01-13,1108.71,BankTransfer
PAY42786,ORD58941,2020-11-23,4868.9,Bank Transfer
PAY76363,ORD83330,2022-07-09,1207.01,Credit Card
PAY37625,ORD96476,2020-02-15,2809.66,BankTransfer
PAY59895,ORD63498,2022-05-20,1641.52,Cash
PAY27275,ORD50528,2020-07-17,1979.0,Cash
PAY08468,,2022-09-23,264.69,CreditCard
PAY22008,ORD90126,2021-10-31,598.16,BankTransfer
PAY97476,ORD00666,2020-10-29,3862.13,CreditCard
PAY09668,ORD81196,2021-06-11,1710.45,Cash
PAY29562,ORD52009,2021-12-28,1491.82,Cash
PAY08457,ORD08261,2021-11-13,3041.81,Cash
PAY92696,ORD42655,2021-03-06,2176.97,Bank Transfer
PAY99031,ORD54884,2020-05-16,1923.61,CreditCard
PAY45338,ORD33870,2021-01-11,3894.82,Bank Transfer
PAY14041,ORD38776,2022-12-20,67.21,Bank Transfer
PAY08211,ORD00591,2022-05-13,4087.92,Credit Card
PAY13265,ORD64753,2021-07-02,2627.89,Bank Transfer
PAY55645,ORD77540,2020-10-14,751.64,Bank Transfer
PAY09082,ORD42202,2020-08-08,4976.13,Bank Transfer
PAY71618,ORD49331,2021-01-28,2195.9,CreditCard
PAY57453,ORD37781,2022-03-03,1428.78,Credit Card
PAY77525,ORD07351,2022-02-21,3938.46,CreditCard
PAY75483,ORD77495,2020-10-11,3590.32,BankTransfer
PAY49306,ORD53968,2020-07-23,951.38,BankTransfer
PAY58865,ORD55125,2020-09-08,2489.01,Cash
PAY93209,ORD41747,2020-03-19,4586.17,Bank Transfer
PAY17554,ORD98987,2022-07-09,4579.44,Cash
PAY73914,ORD89947,2020-04-14,3243.82,Credit Card
PAY75898,ORD81318,2022-12-11,80.63,Cash
PAY78363,ORD33612,2020-10-07,2736.84,CreditCard
PAY33467,ORD31325,2020-07-28,1370.81,Bank Transfer
PAY02060,ORD33448,2020-11-07,2708.03,Cash
PAY64597,ORD72492,2022-06-09,3757.42,CreditCard
PAY45846,ORD70225,2022-11-29,4551.98,CreditCard
PAY79701,ORD75998,2020-08-09,2848.47,Bank Transfer
PAY27005,ORD42539,2020-12-19,2754.78,CreditCard
PAY87806,ORD65981,2022-08-20,4223.15,Bank Transfer
PAY63349,ORD34179,2020-10-31,2768.69,CreditCard
PAY79790,ORD42294,2020-10-02,4603.8,Credit Card
PAY35434,ORD21486,2020-03-12,2800.51,Bank Transfer
PAY79888,ORD96973,2021-01-14,4159.1,Credit Card
PAY66610,,2020-01-25,1324.31,Bank Transfer
PAY72147,ORD96973,2021-06-08,1271.7,BankTransfer
PAY60385,ORD23991,2022-09-17,3544.23,Bank Transfer
PAY90717,ORD66874,2022-07-03,3992.12,CreditCard
PAY24969,ORD09817,2022-12-21,553.35,BankTransfer
PAY99510,ORD23112,2022-09-01,4904.94,Credit Card
PAY12092,ORD21167,2020-08-04,2631.55,Credit Card
PAY92460,ORD13384,2022-06-28,984.11,Cash
PAY13626,ORD03945,2020-08-31,2116.28,Credit Card
PAY04053,ORD40833,2022-06-27,2878.12,Credit Card
PAY86201,ORD74757,2021-02-13,4020.95,CreditCard
PAY96350,ORD30338,2021-10-10,4354.22,Cash
PAY46830,ORD76954,2022-10-24,3037.06,BankTransfer
PAY77504,ORD48109,2022-06-12,1256.76,BankTransfer
PAY48463,ORD90586,2020-01-07,1200.01,Credit Card
PAY72772,ORD17864,2020-08-14,817.81,BankTransfer
PAY67819,ORD58320,2021-04-01,3515.88,Bank Transfer
PAY57021,ORD51179,2022-02-06,4723.74,Cash
PAY53858,ORD21170,2020-07-11,78.17,CreditCard
PAY79101,ORD52453,2022-04-02,188.57,BankTransfer
PAY68220,ORD98115,2020-08-29,4055.53,BankTransfer
PAY03107,ORD65057,2021-04-20,1629.01,BankTransfer
PAY84781,ORD90193,2022-07-25,4003.95,CreditCard
PAY02076,ORD87237,2021-12-05,3477.39,Bank Transfer
PAY17327,ORD33694,2022-07-05,421.32,Bank Transfer
PAY14880,ORD05097,2020-01-25,3561.64,Credit Card
PAY46042,ORD28333,2022-07-14,199.1,Cash
PAY12265,,2021-01-14,2349.13,CreditCard
PAY96031,ORD53757,2020-03-09,2591.77,BankTransfer
PAY59140,ORD89036,2020-04-15,2543.93,Credit Card
PAY69765,ORD13231,2022-01-26,4607.34,Bank Transfer
PAY02553,,2022-12-30,2092.74,Credit Card
PAY87643,ORD09697,2022-04-20,3312.97,Cash
PAY79106,ORD51402,2021-11-09,3998.43,BankTransfer
PAY02626,ORD93631,2020-10-26,3217.04,BankTransfer
PAY24841,ORD56724,2022-08-16,461.76,Cash
PAY58408,,2021-12-13,3907.69,Cash
PAY19563,ORD08408,2020-02-25,1110.84,Bank Transfer
PAY75992,ORD56946,2022-12-01,335.76,Credit Card
PAY43305,ORD66701,2020-04-19,4220.48,Credit Card
PAY34215,ORD29725,2021-02-12,4932.86,Credit Card
PAY95753,ORD05591,2022-11-01,291.95,Credit Card
PAY09937,ORD91756,2021-06-28,4980.32,Credit Card
PAY85781,ORD23934,2021-09-14,905.23,CreditCard
PAY95830,ORD88827,2022-06-06,4832.85,Bank Transfer
PAY25019,ORD71331,2020-05-05,2989.86,Credit Card
PAY87030,ORD41314,2022-10-12,3781.76,Cash
PAY09513,ORD62877,2021-04-08,3641.97,BankTransfer
PAY45175,ORD82016,2020-03-16,2643.42,Cash
PAY94996,ORD16154,2022-06-14,3763.04,Credit Card
PAY58889,ORD44750,2021-03-29,3490.97,BankTransfer
PAY87758,ORD08787,2022-07-05,3003.78,Bank Transfer
PAY57198,ORD80146,2020-01-05,4470.71,Cash
PAY71226,ORD69086,2021-04-27,3609.31,Cash
PAY76710,ORD90370,2020-03-15,2535.93,BankTransfer
PAY55718,ORD00580,2020-12-07,2801.82,Bank Transfer
PAY56018,ORD55283,2021-10-18,4192.63,Bank Transfer
PAY69375,ORD76118,2020-08-18,787.32,CreditCard
PAY20230,ORD02682,2022-07-16,1551.67,Credit Card
PAY74965,ORD96973,2020-07-29,711.82,Cash
PAY52129,ORD17245,2020-07-04,833.98,Cash
PAY76274,ORD18682,2020-05-26,1330.5,BankTransfer
PAY36069,ORD52175,2022-10-26,4392.92,CreditCard
PAY18268,ORD31024,2020-04-08,3841.79,Cash
PAY02045,ORD72722,2021-02-08,1653.46,Bank Transfer
PAY26790,ORD44565,2020-05-06,3284.17,Cash
PAY10013,ORD69469,2022-04-17,1996.26,CreditCard
PAY48036,ORD74433,2021-01-16,2021.4,Cash
PAY12814,ORD79881,2020-11-05,4131.12,Credit Card
PAY29371,ORD41691,2022-07-04,3512.6,CreditCard
PAY30904,ORD66549,2021-05-18,3516.73,Cash
PAY96621,ORD09650,2020-03-14,4792.88,CreditCard
PAY53167,ORD88383,2021-08-31,1997.65,Bank Transfer
PAY61925,ORD81300,2021-05-15,2421.06,Bank Transfer
PAY44129,ORD28542,2020-01-11,4499.47,CreditCard
PAY72414,ORD26709,2022-12-15,3478.91,CreditCard
PAY92157,ORD56638,2021-12-02,4054.06,BankTransfer
PAY78961,ORD88744,2022-04-12,3066.89,Credit Card
PAY47518,ORD06298,2021-10-14,4067.82,Bank Transfer
PAY59656,ORD44141,2020-02-24,4013.25,Credit Card
PAY17879,ORD69984,2021-01-16,4689.91,BankTransfer
PAY81214,ORD44282,2021-05-10,3443.85,Cash
PAY50012,ORD77495,2020-04-30,3468.97,BankTransfer
PAY83686,ORD61307,2020-06-27,4736.97,CreditCard
PAY71120,ORD95034,2022-03-29,1841.05,Credit Card
PAY08400,ORD87987,2022-08-25,3813.22,Bank Transfer
PAY33647,ORD94714,2020-01-22,1956.1,Credit Card
PAY31931,ORD11388,2022-01-18,4091.59,BankTransfer
PAY73803,ORD22031,2022-04-16,3908.06,Cash
PAY74121,ORD45111,2022-04-18,1762.89,Bank Transfer
PAY32238,ORD35727,2022-04-09,2040.21,Credit Card
PAY90539,ORD68590,2022-09-18,4361.97,BankTransfer
PAY14805,ORD44380,2020-01-26,434.54,Bank Transfer
PAY57947,ORD12577,2020-11-03,3221.74,BankTransfer
PAY70357,ORD59420,2020-05-30,330.09,BankTransfer
PAY60700,,2021-04-20,2233.7,Bank Transfer
PAY13280,ORD06141,2020-06-24,3943.67,BankTransfer
PAY26083,ORD55607,2021-08-02,1242.88,Credit Card
PAY13435,,2021-12-28,4662.18,Bank Transfer
PAY37010,ORD80165,2022-09-09,3241.66,Credit Card
PAY66913,ORD68252,2020-12-25,460.59,Credit Card
PAY52486,ORD84851,2021-04-24,1446.93,Credit Card
PAY28201,ORD24464,2020-07-15,1755.37,CreditCard
PAY74874,ORD14309,2021-07-09,612.83,Credit Card
PAY37443,ORD73992,2022-05-08,3462.91,BankTransfer
PAY43587,ORD71168,2020-05-22,1375.05,BankTransfer
PAY82064,ORD54943,2022-06-03,922.01,Bank Transfer
PAY37579,ORD94992,2021-09-14,3741.95,BankTransfer
PAY97764,ORD97347,2021-08-13,3335.06,Cash
PAY40831,ORD35590,2022-09-23,4790.08,CreditCard
PAY70468,,2022-10-21,1465.95,Bank Transfer
PAY75262,ORD77495,2020-06-08,4403.38,Cash
PAY52229,ORD76860,2022-12-21,1073.49,Credit Card
PAY08678,ORD15732,2021-11-01,1142.39,Bank Transfer
PAY81903,ORD21524,2021-09-10,1398.52,BankTransfer
PAY36595,ORD21167,2022-08-03,175.76,Bank Transfer
PAY01053,ORD58416,2022-07-26,132.94,CreditCard
PAY29504,ORD19023,2020-02-24,4017.07,Credit Card
PAY00481,ORD94264,2020-11-21,1374.34,Credit Card
PAY39411,ORD22709,2021-08-01,4284.29,Credit Card
PAY82419,ORD19181,2022-06-02,1682.51,Cash
PAY80227,ORD74931,2022-01-20,4077.77,CreditCard
PAY87198,ORD43284,2021-01-07,2739.3,Credit Card
PAY77896,ORD77544,2020-01-09,3008.78,Bank Transfer
PAY15427,ORD33135,2020-08-03,1229.55,Cash
PAY16173,ORD61330,2022-03-06,294.2,CreditCard
PAY00724,ORD42365,2022-03-09,4487.5,CreditCard
PAY27458,ORD13231,2022-03-07,1693.08,BankTransfer
PAY21353,ORD12661,2020-12-11,2281.91,Credit Card
PAY69609,ORD50217,2020-03-16,304.46,Credit Card
PAY61177,ORD94027,2022-01-25,3050.9,Cash
PAY75312,ORD12251,2021-06-15,787.72,Credit Card
PAY62927,ORD32509,2020-07-12,236.44,BankTransfer
PAY74426,ORD10766,2020-09-09,1656.59,Bank Transfer
PAY82264,ORD14089,2022-04-04,2181.58,Credit Card
PAY40834,ORD07471,2020-01-29,2469.5,BankTransfer
PAY35988,ORD73063,2022-02-07,2075.72,BankTransfer
PAY93251,ORD04896,2022-02-17,2572.34,Credit Card
PAY55256,ORD94103,2020-02-04,845.4,BankTransfer
PAY86371,ORD97639,2021-05-15,3052.71,Bank Transfer
PAY03469,ORD75928,2020-04-20,908.37,Credit Card
PAY33406,ORD69494,2021-07-13,4838.52,Cash
PAY17736,ORD85811,2021-08-08,4130.76,Cash
PAY10753,ORD09561,2021-11-10,3074.55,CreditCard
PAY59324,,2021-11-10,3211.65,Credit Card
PAY78119,ORD28831,2022-05-29,1443.69,Credit Card
PAY84087,ORD54009,2021-03-05,373.23,Credit Card
PAY23161,ORD71856,2020-10-23,4098.73,CreditCard
PAY92157,ORD79729,2021-12-30,4270.65,Bank Transfer
PAY03065,ORD99249,2021-05-31,2920.45,Credit Card
PAY24473,ORD31733,2021-10-30,3084.27,CreditCard
PAY42562,ORD99964,2022-01-13,1355.54,Bank Transfer
PAY01094,ORD75451,2022-04-01,3500.07,BankTransfer
PAY41583,ORD37130,2021-08-10,1707.51,Bank Transfer
PAY01626,ORD11880,2020-01-20,3850.76,Cash
PAY84538,ORD22104,2022-10-29,2439.15,Bank Transfer
PAY17882,ORD42969,2022-05-07,1209.72,CreditCard
PAY60906,ORD18834,2020-04-02,2785.72,BankTransfer
PAY09052,ORD86774,2022-12-16,2923.37,Credit Card
PAY47525,ORD63117,2022-05-19,2704.55,Bank Transfer
PAY23129,ORD42037,2020-05-05,4720.8,Bank Transfer
PAY73455,ORD80067,2020-10-01,4641.16,Credit Card
PAY86809,ORD45499,2020-05-15,1546.42,BankTransfer
PAY19320,ORD11818,2020-07-10,3998.97,BankTransfer
PAY57169,ORD86382,2021-12-05,3216.84,Credit Card
PAY49277,ORD54120,2022-11-25,838.08,BankTransfer
PAY95609,,2021-06-10,4525.42,CreditCard
PAY96230,ORD22620,2020-05-29,2908.35,BankTransfer
PAY90929,ORD25096,2021-06-20,1277.09,Cash
PAY56850,ORD71456,2021-02-09,1825.67,Bank Transfer
PAY64920,ORD39659,2021-03-25,3641.76,CreditCard
PAY03886,,2020-01-20,904.36,BankTransfer
PAY50679,ORD41556,2021-07-04,4914.36,Cash
PAY91410,ORD69743,2022-07-29,1957.48,Bank Transfer
PAY05860,ORD46684,2020-04-12,1514.71,Credit Card
PAY54245,ORD75677,2022-07-15,2598.46,BankTransfer
PAY92496,ORD16314,2020-09-17,1031.98,CreditCard
PAY78150,ORD60798,2021-06-10,2525.19,Credit Card
PAY20305,ORD28472,2022-07-24,3390.14,Bank Transfer
PAY52436,ORD01462,2020-05-21,2592.51,CreditCard
PAY06423,ORD25661,2020-07-11,3280.59,BankTransfer
PAY22064,ORD81042,2020-11-03,4472.64,Credit Card
PAY84528,ORD78993,2021-05-21,1672.62,Cash
PAY44507,ORD86495,2020-05-04,1828.63,BankTransfer
PAY92607,ORD57760,2022-05-05,303.16,Bank Transfer
PAY95943,ORD69755,2020-05-02,555.37,BankTransfer
PAY36197,ORD38077,2022-02-22,2143.5,Cash
PAY59972,ORD79421,2022-01-31,443.57,Credit Card
PAY04007,ORD81872,2021-04-02,769.04,Bank Transfer
PAY79930,ORD94609,2021-01-10,1389.75,Credit Card
PAY65622,ORD19390,2022-03-03,2950.44,BankTransfer
PAY90971,ORD95818,2022-05-24,3196.39,CreditCard
PAY72817,ORD00845,2022-05-09,4792.45,CreditCard
PAY82227,ORD94714,2020-01-17,2896.38,BankTransfer
PAY24570,ORD20021,2020-11-21,1348.85,Bank Transfer
PAY46403,ORD46864,2021-12-23,3608.96,Cash
PAY23441,ORD68267,2022-08-23,4616.97,Credit Card
PAY07574,ORD58462,2022-12-19,962.99,CreditCard
PAY11759,,2022-08-26,1789.09,BankTransfer
PAY79141,ORD84003,2021-04-22,4157.24,Credit Card
PAY46465,ORD23856,2022-12-01,4407.73,Cash
PAY31437,ORD99249,2021-01-04,4499.17,BankTransfer
PAY80621,ORD30296,2020-09-21,2529.88,Bank Transfer
PAY82353,ORD24203,2021-12-23,1915.38,Credit Card
PAY25288,ORD78164,2022-12-02,366.65,BankTransfer
PAY77126,ORD54762,2020-08-14,4773.04,BankTransfer
PAY54953,ORD02513,2020-09-28,602.21,CreditCard
PAY47640,ORD38218,2021-04-27,2997.93,BankTransfer
PAY90966,ORD12720,2022-11-21,134.57,Cash
PAY24917,ORD50213,2020-08-27,1040.64,CreditCard
PAY51966,ORD21692,2021-01-12,4335.9,CreditCard
PAY16890,ORD81038,2022-09-24,346.69,Bank Transfer
PAY80283,ORD51771,2020-12-25,3525.64,BankTransfer
PAY93933,ORD72066,2021-04-30,4275.36,Bank Transfer
PAY12255,ORD52226,2022-07-09,4071.07,Cash
PAY43492,ORD18507,2020-01-18,3186.59,Cash
PAY89134,ORD12014,2020-09-28,2580.48,CreditCard
PAY70877,ORD82280,2021-11-07,2310.99,BankTransfer
PAY92283,ORD16347,2020-06-03,3174.48,BankTransfer
PAY20398,ORD70103,2022-02-02,3953.22,CreditCard
PAY58960,,2022-01-12,4959.27,CreditCard
PAY12312,ORD81084,2020-10-24,320.28,BankTransfer
PAY94415,ORD38077,2021-08-22,1805.84,Credit Card
PAY54454,ORD58546,2022-04-20,4915.48,BankTransfer
PAY69192,ORD35347,2022-05-03,1053.98,CreditCard
PAY89249,ORD58733,2022-07-29,918.04,Bank Transfer
PAY57764,ORD87987,2020-04-23,4775.65,Bank Transfer
PAY49961,ORD80879,2021-01-25,120.62,Bank Transfer
PAY92542,ORD39167,2022-11-03,1910.77,CreditCard
PAY80184,ORD57511,2022-10-27,2436.72,Cash
PAY81207,ORD31109,2022-08-15,477.67,Bank Transfer
PAY90991,ORD16863,2020-09-13,352.51,CreditCard
PAY30009,ORD45278,2022-09-18,4183.38,CreditCard
PAY87076,ORD90496,2020-09-25,4510.36,CreditCard
PAY66345,ORD84967,2020-03-10,2608.19,BankTransfer
PAY92941,ORD32794,2020-02-17,4396.74,CreditCard
PAY54455,ORD94780,2020-05-09,505.62,Cash
PAY94919,ORD31420,2022-03-28,1068.73,BankTransfer
PAY31687,ORD63046,2021-06-22,1263.37,Credit Card
PAY07285,ORD81823,2020-02-04,3406.3,CreditCard
PAY07402,ORD18247,2020-08-14,4838.22,BankTransfer
PAY83810,ORD97622,2020-02-12,2969.49,Cash
PAY13068,ORD17611,2020-01-06,323.07,Bank Transfer
PAY08216,ORD50155,2022-08-04,506.4,Credit Card
PAY22895,ORD85598,2020-05-15,2273.07,Cash
PAY78410,ORD04462,2020-02-29,2300.28,Credit Card
PAY39828,ORD42306,2021-06-09,3687.34,BankTransfer
PAY69660,ORD18957,2020-10-28,4148.36,Bank Transfer
PAY90618,ORD74804,2020-06-04,2449.79,Credit Card
PAY03291,,2020-02-10,2054.23,Bank Transfer
PAY65469,ORD97667,2021-08-03,3073.79,Credit Card
PAY12647,ORD83806,2020-01-27,2837.5,Credit Card
PAY66790,,2022-07-19,4487.79,BankTransfer
PAY68909,ORD84003,2022-02-19,854.21,Cash
PAY59861,ORD99180,2021-12-21,4606.42,Credit Card
PAY38011,ORD39683,2020-05-24,1840.41,Cash
PAY79040,ORD89643,2022-07-26,4000.84,CreditCard
PAY72386,ORD63143,2022-08-26,2324.19,Credit Card
PAY58962,,2020-04-30,387.59,Cash
PAY99003,ORD34831,2020-02-01,3515.86,CreditCard
PAY83935,ORD69325,2022-03-03,4041.79,Bank Transfer
PAY60083,,2021-04-25,1049.92,Credit Card
PAY33066,ORD74774,2020-02-25,3107.49,BankTransfer
PAY25608,,2021-07-11,341.33,CreditCard
PAY82882,ORD37072,2020-01-27,3419.0,Cash
PAY04243,,2022-09-22,4211.1,Bank Transfer
PAY63699,,2022-07-08,2223.06,Cash
PAY28290,ORD78172,2021-01-24,2313.91,Bank Transfer
PAY83100,ORD08087,2022-04-28,3595.15,Cash
PAY71474,,2020-02-20,4916.24,BankTransfer
PAY57194,ORD45330,2020-04-11,4560.21,Credit Card
PAY25422,ORD52394,2022-10-30,4299.29,Cash
PAY28557,ORD56390,2021-02-27,2537.28,Cash
PAY40481,ORD05238,2020-07-08,1570.8,CreditCard
PAY58828,ORD47272,2020-05-26,2169.15,Credit Card
PAY56647,ORD57896,2022-02-17,901.97,Bank Transfer
PAY46953,ORD19148,2020-11-18,3786.27,CreditCard
PAY02691,ORD37023,2022-05-21,4865.13,Cash
PAY45208,ORD65252,2021-03-19,3314.16,Cash
PAY99748,ORD31001,2021-12-29,792.77,BankTransfer
PAY93530,ORD17164,2021-05-24,3852.16,BankTransfer
PAY59531,ORD61330,2020-11-26,4537.04,Cash
PAY69754,ORD46868,2021-03-06,2363.91,Credit Card
PAY51983,,2022-04-27,4351.96,BankTransfer
PAY76977,ORD64833,2022-04-15,4619.71,Bank Transfer
PAY66932,ORD42222,2020-03-17,3991.25,Bank Transfer
PAY58075,ORD26767,2021-01-23,100.79,Credit Card
PAY03583,ORD23170,2020-10-03,4884.87,CreditCard
PAY89896,ORD87206,2022-04-27,2607.04,Bank Transfer
PAY75889,ORD80282,2021-01-21,3930.24,CreditCard
PAY74639,ORD62295,2020-05-16,488.79,BankTransfer
PAY36874,ORD98052,2020-08-09,2084.45,CreditCard
PAY61426,ORD45094,2020-11-27,722.01,BankTransfer
PAY39667,ORD40915,2021-01-14,3493.95,Bank Transfer
PAY31372,ORD92402,2022-04-23,4372.68,Credit Card
PAY96295,ORD68429,2022-07-29,3501.35,Cash
PAY67526,ORD38344,2022-12-16,2464.31,Cash
PAY54869,ORD98717,2020-01-16,514.46,Credit Card
PAY16212,ORD81842,2021-07-18,721.72,Credit Card
PAY46495,ORD70963,2020-01-25,956.15,Bank Transfer
PAY33317,ORD71106,2020-08-08,2824.66,Bank Transfer
PAY20002,ORD82727,2020-10-01,2652.41,CreditCard
PAY18473,ORD84969,2021-11-27,4036.61,Cash
PAY04910,ORD70790,2020-09-25,3693.57,Cash
PAY05920,ORD00033,2022-03-19,3785.99,Cash
PAY06989,ORD69755,2022-09-11,3795.54,Bank Transfer
PAY91283,ORD59133,2021-07-26,2074.51,Bank Transfer
PAY49945,ORD51399,2022-03-28,4524.73,CreditCard
PAY60471,ORD62917,2022-05-01,2452.08,CreditCard
PAY65749,ORD95832,2020-03-27,1763.06,Bank Transfer
PAY31415,ORD19046,2022-05-15,4012.89,Credit Card
PAY42427,ORD73605,2021-12-30,3415.05,BankTransfer
PAY76628,ORD17608,2020-03-19,664.91,BankTransfer
PAY08081,ORD78081,2021-04-29,2938.89,CreditCard
PAY44372,ORD71331,2021-10-30,1751.79,BankTransfer
PAY21590,ORD82631,2020-11-12,4653.46,Cash
PAY20774,ORD34099,2022-05-15,1582.79,Credit Card
PAY84400,ORD13675,2021-07-25,3413.57,BankTransfer
PAY36755,,2020-05-09,1272.73,Cash
PAY23300,ORD10207,2022-02-05,498.31,BankTransfer
PAY63145,ORD44050,2020-09-18,1163.64,Cash
PAY51177,ORD05035,2022-11-27,2493.62,Cash
PAY34601,ORD67463,2020-06-28,2525.89,Credit Card
PAY36258,ORD63498,2022-11-02,347.38,CreditCard
PAY89504,ORD32121,2021-07-07,902.76,Bank Transfer
PAY28179,ORD32734,2020-10-18,237.75,BankTransfer
PAY19879,ORD67282,2021-03-29,3627.73,Cash
PAY11501,ORD76122,2021-09-05,245.5,Cash
PAY87079,,2020-05-07,3069.17,CreditCard
PAY77091,ORD63771,2020-05-20,1622.29,Cash
PAY79878,,2020-03-19,1013.57,Credit Card
PAY22034,ORD17536,2021-03-24,3139.61,Cash
PAY52390,ORD24954,2022-05-24,3657.83,CreditCard
PAY21443,ORD84683,2022-08-30,4641.64,CreditCard
PAY51240,ORD34313,2020-01-15,1929.25,Cash
PAY31972,,2022-03-09,3431.16,Cash
PAY04298,ORD00077,2021-07-14,4166.19,BankTransfer
PAY02456,ORD41364,2022-05-23,4863.56,Credit Card
PAY54925,,2020-11-03,1259.65,CreditCard
PAY70397,ORD68297,2022-09-01,1186.8,Cash
PAY48947,ORD93391,2022-05-20,3874.18,Cash
PAY21494,ORD98024,2020-05-04,3263.66,Credit Card
PAY50739,ORD82254,2020-09-04,542.06,BankTransfer
PAY69377,,2022-07-19,1599.06,Cash
PAY23073,ORD65074,2021-03-14,3682.79,Cash
PAY62753,ORD41350,2022-06-11,4847.59,Cash
PAY05492,ORD52267,2020-05-20,3444.22,Credit Card
PAY92179,ORD34099,2021-01-01,4019.24,Credit Card
PAY01435,ORD20757,2020-10-03,4155.83,Cash
PAY50365,ORD51902,2022-12-13,58.32,Cash
PAY17763,ORD04547,2020-03-29,1388.76,Cash
PAY13968,ORD85334,2021-09-04,622.37,Cash
PAY99425,ORD33800,2020-01-01,2136.9,Bank Transfer
PAY17000,ORD96973,2020-04-20,688.0,CreditCard
PAY56373,ORD28047,2020-07-09,1468.69,Bank Transfer
PAY53284,ORD34589,2022-12-05,1239.36,Credit Card
PAY51325,ORD34589,2021-08-16,3531.17,Bank Transfer
PAY47506,ORD55049,2021-01-27,2694.88,CreditCard
PAY00439,ORD02754,2021-11-21,1362.84,BankTransfer
PAY89740,ORD96890,2020-02-09,3502.59,Bank Transfer
PAY79021,ORD56508,2021-10-05,2997.11,Bank Transfer
PAY06501,ORD05978,2021-07-02,2695.68,Bank Transfer
PAY46431,ORD83163,2022-10-27,3560.05,Credit Card
PAY22447,ORD74561,2020-05-17,2973.41,CreditCard
PAY95347,ORD66650,2022-02-20,997.56,Cash
PAY97769,ORD91557,2020-11-26,3602.95,CreditCard
PAY13020,ORD97214,2021-02-16,1116.31,CreditCard
PAY75581,ORD10726,2022-02-12,3253.48,Bank Transfer
